episode_id,evaluation_status,original_outcome,result,comparison,wins,losses,draws,win_rate,replacement_kind,replacement_seat,replacement_team,opponent_team,original_first_player,first_player_forced,scripted_fraction,opponent_fidelity,primary_attacked_turns,primary_attack_turns,primary_abandoned_attack_turns,loss_triage_signal,path,avg_first_attack_turn,baseline_result,baseline_win_rate,candidate_deck_sha256,decisive_win_rate,first_player_preserved_trials,forced_first_player_decisions,kaggle_seed_metadata,local_engine_seed_applied,observed_first_players,opponent_deck_sha256,opponent_exceptions,opponent_fallback_decisions,opponent_high_confidence_scripted,opponent_script_decisions,opponent_scripted_decisions,primary_attack_menus,primary_attacks,protocol_id,regression_vs_baseline,replay_module_version,replay_schema_version,replay_sha256,replay_statuses,replay_steps,result_reasons,timeouts,trials,win_rate_ci95_high,win_rate_ci95_low,win_rate_delta_vs_baseline
88146648,ok,win,win,preserved_win,1,0,0,1.0,our_agent,1,MUHAMMAD UMER FAROOQ,Jonathan Amdam,0,1,0.818182,semantic_script_plus_generic_fallback,3,3,0,,scouting_replays/our_agent/wins/88146648.json,8.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,1148813434,0,"{""0"": 1}",aa9f64749a26f87f97545b486e01b2cbf1caef65fa03ce4ec2fb2bce5d3c16e0,0,2,0,124,9,7,3,counterfactual-replay-v2,,1.32.2,1,c80eb089143a18d6ee3dfdaeb38b9b55e8d621fe025a35cb6df968785c57fc99,"[""DONE"", ""DONE""]",221,"{""no_active_pokemon"": 1}",0,1,1.0,0.206549,
88147191,ok,loss,win,improved,1,0,0,1.0,our_agent,1,MUHAMMAD UMER FAROOQ,Thomas Cook,0,1,0.238532,semantic_script_plus_generic_fallback,15,15,0,,scouting_replays/our_agent/losses/88147191.json,2.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,1538345763,0,"{""0"": 1}",038781b348665e8c6034457be05494513eba070f0d3a4386b3f2dca01716b361,0,83,0,42,26,36,15,counterfactual-replay-v2,,1.32.2,1,9aff933e2763520cf45626f7c15b3986c9336b70672f24d213f419b5ebb5f1af,"[""DONE"", ""DONE""]",99,"{""prizes"": 1}",0,1,1.0,0.206549,
88147227,ok,loss,win,improved,1,0,0,1.0,public_loser,1,zoroark190,junlee789,0,1,0.8,semantic_script_plus_generic_fallback,2,2,0,,scouting_replays/archive_import/88147227.json,2.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,725594490,0,"{""0"": 1}",c04e65de725b8bb51b25f5dc87ae1c56a01316177c501ee2cfc62b3c60ac5712,0,1,0,60,4,4,2,counterfactual-replay-v2,,1.32.2,1,71a4ecf0bc1db559919382e3746dda5e1c8a145c97cc3661cf9e9d797eade24e,"[""DONE"", ""DONE""]",117,"{""no_active_pokemon"": 1}",0,1,1.0,0.206549,
88147702,ok,loss,win,improved,1,0,0,1.0,our_agent,0,MUHAMMAD UMER FAROOQ,NorthStar,0,1,0.647059,semantic_script_plus_generic_fallback,3,3,0,,scouting_replays/our_agent/losses/88147702.json,11.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,815360116,0,"{""0"": 1}",c20a8a46f5c635773754f03103652f5c534b13dc622448ed2255a97234c103af,0,6,0,164,11,9,3,counterfactual-replay-v2,,1.32.2,1,21d95de466c443e99e5b58c5fcbdab309a067dfb6688395af3a33cf8342ce8ae,"[""DONE"", ""DONE""]",279,"{""no_active_pokemon"": 1}",0,1,1.0,0.206549,
88148218,ok,loss,loss,unresolved_loss,0,1,0,0.0,our_agent,0,MUHAMMAD UMER FAROOQ,sakura_atm,0,1,0.866667,semantic_script_plus_generic_fallback,5,5,0,matchup/resource race; trace review required,scouting_replays/our_agent/losses/88148218.json,7.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,0.0,1,1,249121609,0,"{""0"": 1}",a0502ef05d32e4cdd85ba80963f19085e8c88c6c6748df606bfb9ca9a5ec291a,0,6,3,49,39,8,5,counterfactual-replay-v2,,1.32.2,1,34c7ef61331b1f461047b28271459f84e87aff9cb11437ffb5b7c9468f8e258c,"[""DONE"", ""DONE""]",173,"{""prizes"": 1}",0,1,0.793451,0.0,
88148312,ok,loss,win,improved,1,0,0,1.0,public_loser,1,__Taichicchi__,zoroark190,0,1,0.271739,semantic_script_plus_generic_fallback,9,9,0,,scouting_replays/archive_import/88148312.json,2.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,387802838,0,"{""0"": 1}",9edeacae98d726ac8f6a5bb07d4225c5690a5fed36f71c21f1982d99fb35ec67,0,67,1,80,25,12,9,counterfactual-replay-v2,,1.32.2,1,178dc2ee1ad24b19948783a1135123a825771e79206d42c21a27b6859dac5fe8,"[""DONE"", ""DONE""]",139,"{""prizes"": 1}",0,1,1.0,0.206549,
88148790,ok,win,win,preserved_win,1,0,0,1.0,our_agent,0,MUHAMMAD UMER FAROOQ,cherlilly,0,1,0.846154,semantic_script_plus_generic_fallback,3,3,0,,scouting_replays/our_agent/wins/88148790.json,3.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,1121782682,0,"{""0"": 1}",f40d4b85f1cded73efbab6a9a33d5325cef82f7db2091abcf8548e1633eba7f5,0,2,0,117,11,5,3,counterfactual-replay-v2,,1.32.2,1,5c992c8fb58f585ec12b14b67b290c281676440863041cb80a23378f2f5287e0,"[""DONE"", ""DONE""]",205,"{""no_active_pokemon"": 1}",0,1,1.0,0.206549,
88148861,ok,loss,win,improved,1,0,0,1.0,public_loser,0,Pokér-man,zoroark190,0,1,0.283951,semantic_script_plus_generic_fallback,10,10,0,,scouting_replays/archive_import/88148861.json,3.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,200795890,0,"{""0"": 1}",9edeacae98d726ac8f6a5bb07d4225c5690a5fed36f71c21f1982d99fb35ec67,0,58,1,66,23,16,10,counterfactual-replay-v2,,1.32.2,1,bb3acfc4d5ad09f1e4355f092f49dc27c5550340d70d3dd171bb1fbbfd21b241,"[""DONE"", ""DONE""]",144,"{""deck_out"": 1}",0,1,1.0,0.206549,
88149240,ok,loss,win,improved,1,0,0,1.0,our_agent,0,MUHAMMAD UMER FAROOQ,AmeliaLL,0,1,0.75,semantic_script_plus_generic_fallback,2,2,0,,scouting_replays/our_agent_v2/losses/88149240.json,3.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,1548458919,0,"{""0"": 1}",76812200d26122ba4619f859b0f24ba9eaa44fcd1a7cc6ec49a295c51da093c7,0,3,0,54,9,6,2,counterfactual-replay-v2,,1.32.2,1,6dfd754dae8a01bbcddc0740017d62d6bb6cbb255bea1326608fdcffdb873d47,"[""DONE"", ""DONE""]",151,"{""no_active_pokemon"": 1}",0,1,1.0,0.206549,
88149380,ok,loss,win,improved,1,0,0,1.0,public_loser,0,junlee789,zoroark190,0,1,0.24,semantic_script_plus_generic_fallback,9,9,0,,scouting_replays/archive_import/88149380.json,7.0,,,4d9ca6731b5adabd46d4ad9f6123fd511e4c1da4c98081a9af7058c222e47448,1.0,1,1,1531599359,0,"{""0"": 1}",9edeacae98d726ac8f6a5bb07d4225c5690a5fed36f71c21f1982d99fb35ec67,0,95,2,84,30,16,9,counterfactual-replay-v2,,1.32.2,1,2ce6bdb5677a2ec038231fef7989511fd91f93d8508d91f61c6bf63aa885c794,"[""DONE"", ""DONE""]",175,"{""prizes"": 1}",0,1,1.0,0.206549,
